municipio_codigo;municipio_nombre;sexo;nacionalidad_de_la_madre;numero_nacimientos
166; Valverde de Alcalá;Hombre;Unión Europea;3
166; Valverde de Alcalá;Mujer;África;0
166; Valverde de Alcalá;Mujer;América Central y del Caribe;0
166; Valverde de Alcalá;Mujer;América del Norte;0
166; Valverde de Alcalá;Mujer;América del Sur;0
166; Valverde de Alcalá;Mujer;Apátridas;0
166; Valverde de Alcalá;Mujer;Asia;0
166; Valverde de Alcalá;Mujer;No consta;0
166; Valverde de Alcalá;Mujer;Oceanía;0
166; Valverde de Alcalá;Mujer;Otros países de América;0
166; Valverde de Alcalá;Mujer;Otros países de Europa;0
166; Valverde de Alcalá;Mujer;Unión Europea;0
167; Velilla de San Antonio;Hombre;África;1
167; Velilla de San Antonio;Hombre;América Central y del Caribe;0
167; Velilla de San Antonio;Hombre;América del Norte;0
167; Velilla de San Antonio;Hombre;América del Sur;1
167; Velilla de San Antonio;Hombre;Apátridas;0
167; Velilla de San Antonio;Hombre;Asia;0
167; Velilla de San Antonio;Hombre;No consta;0
167; Velilla de San Antonio;Hombre;Oceanía;0
167; Velilla de San Antonio;Hombre;Otros países de América;0
167; Velilla de San Antonio;Hombre;Otros países de Europa;0
167; Velilla de San Antonio;Hombre;Unión Europea;47
167; Velilla de San Antonio;Mujer;África;3
167; Velilla de San Antonio;Mujer;América Central y del Caribe;0
167; Velilla de San Antonio;Mujer;América del Norte;0
167; Velilla de San Antonio;Mujer;América del Sur;0
167; Velilla de San Antonio;Mujer;Apátridas;0
167; Velilla de San Antonio;Mujer;Asia;0
167; Velilla de San Antonio;Mujer;No consta;0
167; Velilla de San Antonio;Mujer;Oceanía;0
167; Velilla de San Antonio;Mujer;Otros países de América;0
167; Velilla de San Antonio;Mujer;Otros países de Europa;1
167; Velilla de San Antonio;Mujer;Unión Europea;45
168; Vellón (El);Hombre;África;1
168; Vellón (El);Hombre;América Central y del Caribe;0
168; Vellón (El);Hombre;América del Norte;0
168; Vellón (El);Hombre;América del Sur;1
168; Vellón (El);Hombre;Apátridas;0
168; Vellón (El);Hombre;Asia;0
168; Vellón (El);Hombre;No consta;0
168; Vellón (El);Hombre;Oceanía;0
168; Vellón (El);Hombre;Otros países de América;0
168; Vellón (El);Hombre;Otros países de Europa;0
168; Vellón (El);Hombre;Unión Europea;11
168; Vellón (El);Mujer;África;1
168; Vellón (El);Mujer;América Central y del Caribe;1
168; Vellón (El);Mujer;América del Norte;1
168; Vellón (El);Mujer;América del Sur;2
168; Vellón (El);Mujer;Apátridas;0
168; Vellón (El);Mujer;Asia;0
168; Vellón (El);Mujer;No consta;0
168; Vellón (El);Mujer;Oceanía;0
168; Vellón (El);Mujer;Otros países de América;0
168; Vellón (El);Mujer;Otros países de Europa;0
168; Vellón (El);Mujer;Unión Europea;9
169; Venturada;Hombre;África;0
169; Venturada;Hombre;América Central y del Caribe;0
169; Venturada;Hombre;América del Norte;0
169; Venturada;Hombre;América del Sur;0
169; Venturada;Hombre;Apátridas;0
169; Venturada;Hombre;Asia;0
169; Venturada;Hombre;No consta;0
169; Venturada;Hombre;Oceanía;0
169; Venturada;Hombre;Otros países de América;0
169; Venturada;Hombre;Otros países de Europa;0
169; Venturada;Hombre;Unión Europea;5
169; Venturada;Mujer;África;0
169; Venturada;Mujer;América Central y del Caribe;0
169; Venturada;Mujer;América del Norte;0
169; Venturada;Mujer;América del Sur;0
169; Venturada;Mujer;Apátridas;0
169; Venturada;Mujer;Asia;0
169; Venturada;Mujer;No consta;0
169; Venturada;Mujer;Oceanía;0
169; Venturada;Mujer;Otros países de América;0
169; Venturada;Mujer;Otros países de Europa;0
169; Venturada;Mujer;Unión Europea;5
171; Villa del Prado;Hombre;África;6
171; Villa del Prado;Hombre;América Central y del Caribe;0
171; Villa del Prado;Hombre;América del Norte;0
171; Villa del Prado;Hombre;América del Sur;2
171; Villa del Prado;Hombre;Apátridas;0
171; Villa del Prado;Hombre;Asia;0
171; Villa del Prado;Hombre;No consta;0
171; Villa del Prado;Hombre;Oceanía;0
171; Villa del Prado;Hombre;Otros países de América;0
171; Villa del Prado;Hombre;Otros países de Europa;0
171; Villa del Prado;Hombre;Unión Europea;21
171; Villa del Prado;Mujer;África;13
171; Villa del Prado;Mujer;América Central y del Caribe;2
171; Villa del Prado;Mujer;América del Norte;0
171; Villa del Prado;Mujer;América del Sur;3
171; Villa del Prado;Mujer;Apátridas;0
171; Villa del Prado;Mujer;Asia;0
171; Villa del Prado;Mujer;No consta;0
171; Villa del Prado;Mujer;Oceanía;0
171; Villa del Prado;Mujer;Otros países de América;0
171; Villa del Prado;Mujer;Otros países de Europa;1
171; Villa del Prado;Mujer;Unión Europea;13
170; Villaconejos;Hombre;África;1
170; Villaconejos;Hombre;América Central y del Caribe;0
170; Villaconejos;Hombre;América del Norte;0
170; Villaconejos;Hombre;América del Sur;0
170; Villaconejos;Hombre;Apátridas;0
170; Villaconejos;Hombre;Asia;0
170; Villaconejos;Hombre;No consta;0
170; Villaconejos;Hombre;Oceanía;0
170; Villaconejos;Hombre;Otros países de América;0
170; Villaconejos;Hombre;Otros países de Europa;0
170; Villaconejos;Hombre;Unión Europea;1
170; Villaconejos;Mujer;África;0
170; Villaconejos;Mujer;América Central y del Caribe;1
170; Villaconejos;Mujer;América del Norte;0
170; Villaconejos;Mujer;América del Sur;1
170; Villaconejos;Mujer;Apátridas;0
170; Villaconejos;Mujer;Asia;0
170; Villaconejos;Mujer;No consta;0
170; Villaconejos;Mujer;Oceanía;0
170; Villaconejos;Mujer;Otros países de América;0
170; Villaconejos;Mujer;Otros países de Europa;0
170; Villaconejos;Mujer;Unión Europea;4
172; Villalbilla;Hombre;África;1
172; Villalbilla;Hombre;América Central y del Caribe;0
172; Villalbilla;Hombre;América del Norte;0
172; Villalbilla;Hombre;América del Sur;1
172; Villalbilla;Hombre;Apátridas;0
172; Villalbilla;Hombre;Asia;0
172; Villalbilla;Hombre;No consta;0
172; Villalbilla;Hombre;Oceanía;0
172; Villalbilla;Hombre;Otros países de América;0
172; Villalbilla;Hombre;Otros países de Europa;1
172; Villalbilla;Hombre;Unión Europea;97
172; Villalbilla;Mujer;África;0
172; Villalbilla;Mujer;América Central y del Caribe;2
172; Villalbilla;Mujer;América del Norte;1
172; Villalbilla;Mujer;América del Sur;2
172; Villalbilla;Mujer;Apátridas;0
172; Villalbilla;Mujer;Asia;0
172; Villalbilla;Mujer;No consta;0
172; Villalbilla;Mujer;Oceanía;0
172; Villalbilla;Mujer;Otros países de América;0
172; Villalbilla;Mujer;Otros países de Europa;1
172; Villalbilla;Mujer;Unión Europea;80
173; Villamanrique de Tajo;Hombre;África;0
173; Villamanrique de Tajo;Hombre;América Central y del Caribe;0
173; Villamanrique de Tajo;Hombre;América del Norte;0
173; Villamanrique de Tajo;Hombre;América del Sur;0
173; Villamanrique de Tajo;Hombre;Apátridas;0
173; Villamanrique de Tajo;Hombre;Asia;0
173; Villamanrique de Tajo;Hombre;No consta;0
173; Villamanrique de Tajo;Hombre;Oceanía;0
173; Villamanrique de Tajo;Hombre;Otros países de América;0
173; Villamanrique de Tajo;Hombre;Otros países de Europa;0
173; Villamanrique de Tajo;Hombre;Unión Europea;3
173; Villamanrique de Tajo;Mujer;África;0
173; Villamanrique de Tajo;Mujer;América Central y del Caribe;0
173; Villamanrique de Tajo;Mujer;América del Norte;0
173; Villamanrique de Tajo;Mujer;América del Sur;0
173; Villamanrique de Tajo;Mujer;Apátridas;0
173; Villamanrique de Tajo;Mujer;Asia;0
173; Villamanrique de Tajo;Mujer;No consta;0
173; Villamanrique de Tajo;Mujer;Oceanía;0
173; Villamanrique de Tajo;Mujer;Otros países de América;0
173; Villamanrique de Tajo;Mujer;Otros países de Europa;0
173; Villamanrique de Tajo;Mujer;Unión Europea;0
174; Villamanta;Hombre;África;2
174; Villamanta;Hombre;América Central y del Caribe;0
174; Villamanta;Hombre;América del Norte;0
174; Villamanta;Hombre;América del Sur;0
174; Villamanta;Hombre;Apátridas;0
174; Villamanta;Hombre;Asia;0
174; Villamanta;Hombre;No consta;0
174; Villamanta;Hombre;Oceanía;0
174; Villamanta;Hombre;Otros países de América;0
174; Villamanta;Hombre;Otros países de Europa;0
174; Villamanta;Hombre;Unión Europea;10
174; Villamanta;Mujer;África;0
174; Villamanta;Mujer;América Central y del Caribe;0
174; Villamanta;Mujer;América del Norte;0
174; Villamanta;Mujer;América del Sur;0
174; Villamanta;Mujer;Apátridas;0
174; Villamanta;Mujer;Asia;0
174; Villamanta;Mujer;No consta;0
174; Villamanta;Mujer;Oceanía;0
174; Villamanta;Mujer;Otros países de América;0
174; Villamanta;Mujer;Otros países de Europa;0
174; Villamanta;Mujer;Unión Europea;5
175; Villamantilla;Hombre;África;0
175; Villamantilla;Hombre;América Central y del Caribe;0
175; Villamantilla;Hombre;América del Norte;0
175; Villamantilla;Hombre;América del Sur;1
175; Villamantilla;Hombre;Apátridas;0
175; Villamantilla;Hombre;Asia;0
175; Villamantilla;Hombre;No consta;0
175; Villamantilla;Hombre;Oceanía;0
175; Villamantilla;Hombre;Otros países de América;0
175; Villamantilla;Hombre;Otros países de Europa;0
175; Villamantilla;Hombre;Unión Europea;4
175; Villamantilla;Mujer;África;1
175; Villamantilla;Mujer;América Central y del Caribe;0
175; Villamantilla;Mujer;América del Norte;0
175; Villamantilla;Mujer;América del Sur;0
175; Villamantilla;Mujer;Apátridas;0
175; Villamantilla;Mujer;Asia;0
175; Villamantilla;Mujer;No consta;0
175; Villamantilla;Mujer;Oceanía;0
175; Villamantilla;Mujer;Otros países de América;0
175; Villamantilla;Mujer;Otros países de Europa;0
175; Villamantilla;Mujer;Unión Europea;8
176; Villanueva de la Cañada;Hombre;África;1
176; Villanueva de la Cañada;Hombre;América Central y del Caribe;1
176; Villanueva de la Cañada;Hombre;América del Norte;2
176; Villanueva de la Cañada;Hombre;América del Sur;3
176; Villanueva de la Cañada;Hombre;Apátridas;0
176; Villanueva de la Cañada;Hombre;Asia;2
176; Villanueva de la Cañada;Hombre;No consta;0
176; Villanueva de la Cañada;Hombre;Oceanía;0
176; Villanueva de la Cañada;Hombre;Otros países de América;0
176; Villanueva de la Cañada;Hombre;Otros países de Europa;0
176; Villanueva de la Cañada;Hombre;Unión Europea;87
176; Villanueva de la Cañada;Mujer;África;6
176; Villanueva de la Cañada;Mujer;América Central y del Caribe;3
176; Villanueva de la Cañada;Mujer;América del Norte;1
176; Villanueva de la Cañada;Mujer;América del Sur;8
176; Villanueva de la Cañada;Mujer;Apátridas;0
176; Villanueva de la Cañada;Mujer;Asia;0
176; Villanueva de la Cañada;Mujer;No consta;0
176; Villanueva de la Cañada;Mujer;Oceanía;0
176; Villanueva de la Cañada;Mujer;Otros países de América;0
176; Villanueva de la Cañada;Mujer;Otros países de Europa;1
176; Villanueva de la Cañada;Mujer;Unión Europea;64
178; Villanueva de Perales;Hombre;África;0
178; Villanueva de Perales;Hombre;América Central y del Caribe;0
178; Villanueva de Perales;Hombre;América del Norte;0
178; Villanueva de Perales;Hombre;América del Sur;0
178; Villanueva de Perales;Hombre;Apátridas;0
178; Villanueva de Perales;Hombre;Asia;0
178; Villanueva de Perales;Hombre;No consta;0
178; Villanueva de Perales;Hombre;Oceanía;0
178; Villanueva de Perales;Hombre;Otros países de América;0
178; Villanueva de Perales;Hombre;Otros países de Europa;0
178; Villanueva de Perales;Hombre;Unión Europea;4
178; Villanueva de Perales;Mujer;África;0
178; Villanueva de Perales;Mujer;América Central y del Caribe;0
178; Villanueva de Perales;Mujer;América del Norte;0
178; Villanueva de Perales;Mujer;América del Sur;1
178; Villanueva de Perales;Mujer;Apátridas;0
178; Villanueva de Perales;Mujer;Asia;0
178; Villanueva de Perales;Mujer;No consta;0
178; Villanueva de Perales;Mujer;Oceanía;0
178; Villanueva de Perales;Mujer;Otros países de América;0
178; Villanueva de Perales;Mujer;Otros países de Europa;0
178; Villanueva de Perales;Mujer;Unión Europea;8
177; Villanueva del Pardillo;Hombre;África;2
177; Villanueva del Pardillo;Hombre;América Central y del Caribe;2
177; Villanueva del Pardillo;Hombre;América del Norte;1
177; Villanueva del Pardillo;Hombre;América del Sur;2
177; Villanueva del Pardillo;Hombre;Apátridas;0
177; Villanueva del Pardillo;Hombre;Asia;0
177; Villanueva del Pardillo;Hombre;No consta;0
177; Villanueva del Pardillo;Hombre;Oceanía;0
177; Villanueva del Pardillo;Hombre;Otros países de América;0
177; Villanueva del Pardillo;Hombre;Otros países de Europa;0
177; Villanueva del Pardillo;Hombre;Unión Europea;68
177; Villanueva del Pardillo;Mujer;África;2
177; Villanueva del Pardillo;Mujer;América Central y del Caribe;1
177; Villanueva del Pardillo;Mujer;América del Norte;0
177; Villanueva del Pardillo;Mujer;América del Sur;3
177; Villanueva del Pardillo;Mujer;Apátridas;0
177; Villanueva del Pardillo;Mujer;Asia;0
177; Villanueva del Pardillo;Mujer;No consta;0
177; Villanueva del Pardillo;Mujer;Oceanía;1
177; Villanueva del Pardillo;Mujer;Otros países de América;0
177; Villanueva del Pardillo;Mujer;Otros países de Europa;0
177; Villanueva del Pardillo;Mujer;Unión Europea;58
179; Villar del Olmo;Hombre;África;0
179; Villar del Olmo;Hombre;América Central y del Caribe;0
179; Villar del Olmo;Hombre;América del Norte;0
179; Villar del Olmo;Hombre;América del Sur;0
179; Villar del Olmo;Hombre;Apátridas;0
179; Villar del Olmo;Hombre;Asia;0
179; Villar del Olmo;Hombre;No consta;0
179; Villar del Olmo;Hombre;Oceanía;0
179; Villar del Olmo;Hombre;Otros países de América;0
179; Villar del Olmo;Hombre;Otros países de Europa;0
179; Villar del Olmo;Hombre;Unión Europea;8
179; Villar del Olmo;Mujer;África;1
179; Villar del Olmo;Mujer;América Central y del Caribe;0
179; Villar del Olmo;Mujer;América del Norte;0
179; Villar del Olmo;Mujer;América del Sur;0
179; Villar del Olmo;Mujer;Apátridas;0
179; Villar del Olmo;Mujer;Asia;1
179; Villar del Olmo;Mujer;No consta;0
179; Villar del Olmo;Mujer;Oceanía;0
179; Villar del Olmo;Mujer;Otros países de América;0
179; Villar del Olmo;Mujer;Otros países de Europa;0
179; Villar del Olmo;Mujer;Unión Europea;1
180; Villarejo de Salvanés;Hombre;África;1
180; Villarejo de Salvanés;Hombre;América Central y del Caribe;0
180; Villarejo de Salvanés;Hombre;América del Norte;0
180; Villarejo de Salvanés;Hombre;América del Sur;1
180; Villarejo de Salvanés;Hombre;Apátridas;0
180; Villarejo de Salvanés;Hombre;Asia;2
180; Villarejo de Salvanés;Hombre;No consta;0
180; Villarejo de Salvanés;Hombre;Oceanía;0
180; Villarejo de Salvanés;Hombre;Otros países de América;0
180; Villarejo de Salvanés;Hombre;Otros países de Europa;0
180; Villarejo de Salvanés;Hombre;Unión Europea;39
180; Villarejo de Salvanés;Mujer;África;2
180; Villarejo de Salvanés;Mujer;América Central y del Caribe;0
180; Villarejo de Salvanés;Mujer;América del Norte;0
180; Villarejo de Salvanés;Mujer;América del Sur;0
180; Villarejo de Salvanés;Mujer;Apátridas;0
180; Villarejo de Salvanés;Mujer;Asia;1
180; Villarejo de Salvanés;Mujer;No consta;0
180; Villarejo de Salvanés;Mujer;Oceanía;0
180; Villarejo de Salvanés;Mujer;Otros países de América;0
180; Villarejo de Salvanés;Mujer;Otros países de Europa;0
180; Villarejo de Salvanés;Mujer;Unión Europea;25
181; Villaviciosa de Odón;Hombre;África;0
181; Villaviciosa de Odón;Hombre;América Central y del Caribe;2
181; Villaviciosa de Odón;Hombre;América del Norte;1
181; Villaviciosa de Odón;Hombre;América del Sur;1
181; Villaviciosa de Odón;Hombre;Apátridas;0
181; Villaviciosa de Odón;Hombre;Asia;3
181; Villaviciosa de Odón;Hombre;No consta;0
181; Villaviciosa de Odón;Hombre;Oceanía;0
181; Villaviciosa de Odón;Hombre;Otros países de América;0
181; Villaviciosa de Odón;Hombre;Otros países de Europa;0
181; Villaviciosa de Odón;Hombre;Unión Europea;90
181; Villaviciosa de Odón;Mujer;África;4
181; Villaviciosa de Odón;Mujer;América Central y del Caribe;0
181; Villaviciosa de Odón;Mujer;América del Norte;0
181; Villaviciosa de Odón;Mujer;América del Sur;1
181; Villaviciosa de Odón;Mujer;Apátridas;0
181; Villaviciosa de Odón;Mujer;Asia;1
181; Villaviciosa de Odón;Mujer;No consta;0
181; Villaviciosa de Odón;Mujer;Oceanía;0
181; Villaviciosa de Odón;Mujer;Otros países de América;0
181; Villaviciosa de Odón;Mujer;Otros países de Europa;1
181; Villaviciosa de Odón;Mujer;Unión Europea;79
182; Villavieja del Lozoya;Hombre;África;0
182; Villavieja del Lozoya;Hombre;América Central y del Caribe;0
182; Villavieja del Lozoya;Hombre;América del Norte;0
182; Villavieja del Lozoya;Hombre;América del Sur;0
182; Villavieja del Lozoya;Hombre;Apátridas;0
182; Villavieja del Lozoya;Hombre;Asia;0
182; Villavieja del Lozoya;Hombre;No consta;0
182; Villavieja del Lozoya;Hombre;Oceanía;0
182; Villavieja del Lozoya;Hombre;Otros países de América;0
182; Villavieja del Lozoya;Hombre;Otros países de Europa;0
182; Villavieja del Lozoya;Hombre;Unión Europea;1
182; Villavieja del Lozoya;Mujer;África;0
182; Villavieja del Lozoya;Mujer;América Central y del Caribe;0
182; Villavieja del Lozoya;Mujer;América del Norte;0
182; Villavieja del Lozoya;Mujer;América del Sur;0
182; Villavieja del Lozoya;Mujer;Apátridas;0
182; Villavieja del Lozoya;Mujer;Asia;0
182; Villavieja del Lozoya;Mujer;No consta;0
182; Villavieja del Lozoya;Mujer;Oceanía;0
182; Villavieja del Lozoya;Mujer;Otros países de América;0
182; Villavieja del Lozoya;Mujer;Otros países de Europa;0
182; Villavieja del Lozoya;Mujer;Unión Europea;1
183; Zarzalejo;Hombre;África;3
183; Zarzalejo;Hombre;América Central y del Caribe;0
183; Zarzalejo;Hombre;América del Norte;0
183; Zarzalejo;Hombre;América del Sur;0
183; Zarzalejo;Hombre;Apátridas;0
183; Zarzalejo;Hombre;Asia;0
183; Zarzalejo;Hombre;No consta;0
183; Zarzalejo;Hombre;Oceanía;0
183; Zarzalejo;Hombre;Otros países de América;0
183; Zarzalejo;Hombre;Otros países de Europa;0
183; Zarzalejo;Hombre;Unión Europea;6
183; Zarzalejo;Mujer;África;2
183; Zarzalejo;Mujer;América Central y del Caribe;0
183; Zarzalejo;Mujer;América del Norte;0
183; Zarzalejo;Mujer;América del Sur;1
183; Zarzalejo;Mujer;Apátridas;0
183; Zarzalejo;Mujer;Asia;0
183; Zarzalejo;Mujer;No consta;0
183; Zarzalejo;Mujer;Oceanía;0
183; Zarzalejo;Mujer;Otros países de América;0
183; Zarzalejo;Mujer;Otros países de Europa;0
183; Zarzalejo;Mujer;Unión Europea;6
